,state,action_space,reward,Q,action
11281,[17 36],d,-10,-8.882785931445312,1
11282,[17 36],l,-0.1,-0.325559079453125,3
11283,[17 37],u,-0.1,-0.3183552366621094,0
11284,[16 37],u,-0.1,-0.3175943495703125,0
11285,[15 37],d,-0.1,-0.32276528691406253,1
11286,[16 37],r,-10,-9.879939409765626,2
11287,[16 37],d,-0.1,-0.3334934445410157,1
11288,[17 37],r,-0.1,-0.34305853784375007,2
11289,[17 36],r,-0.1,-0.3372875937890625,2
11290,[17 35],l,-0.1,-0.3543659545039063,3
11291,[17 36],l,-0.1,-0.35603939622451175,3
11292,[17 37],u,-0.1,-0.3520950756376953,0
11293,[16 37],u,-0.1,-0.3540415538964844,0
11294,[15 37],u,-10,-7.645244379111328,0
11295,[15 37],d,-0.1,-0.3614546935004883,1
11296,[16 37],l,-10,-10.187701851215332,3
11297,[16 37],u,-0.1,-0.38967538902346194,0
11298,[15 37],u,-10,-8.985276801630883,0
11299,[15 37],d,-0.1,-0.38079939679370123,1
11300,[16 37],l,-10,-10.243922975651124,3
11301,[16 37],d,-0.1,-0.37112306430019537,1
11302,[17 37],l,-10,-8.942568685779687,3
11303,[17 37],u,-0.1,-0.3930529167539356,0
11304,[16 37],d,-0.1,-0.3899378741797852,1
11305,[17 37],l,-10,-9.62566068491953,3
11306,[17 37],r,-0.1,-0.37330868612695317,2
11307,[17 36],r,-0.1,-0.35042378884765624,2
11308,[17 35],d,-10,-9.523654991953126,1
11309,[17 35],u,-0.1,-0.3311863482421875,0
11310,[16 35],d,-0.1,-0.34877178444335943,1
11311,[17 35],u,-0.1,-0.3605820573388672,0
11312,[16 35],r,-10,-7.644988883217773,2
11313,[16 35],d,-0.1,-0.38385057174843756,1
11314,[17 35],l,-0.1,-0.38487368223339846,3
11315,[17 36],r,-0.1,-0.3874738202263184,2
11316,[17 35],u,-0.1,-0.3752799118872071,0
11317,[16 35],d,-0.1,-0.41080124622346204,1
11318,[17 35],d,-10,-9.930703456325807,1
11319,[17 35],u,-0.1,-0.382628839161377,0
11320,[16 35],u,-0.1,-0.33098649526367196,0
11321,[15 35],r,-10,-9.89110032294922,2
11322,[15 35],d,-0.1,-0.36594451822998053,1
11323,[16 35],u,-0.1,-0.33538098376464853,0
11324,[15 35],l,-10,-9.55882141669922,3
11325,[15 35],u,-0.1,-0.29819394921875003,0
11326,[14 35],u,-0.1,-0.29206117695312506,0
11327,[13 35],r,-10,-8.918144739453126,2
11328,[13 35],u,-0.1,-0.29106668437500005,0
11329,[12 35],u,-0.1,-0.282153171875,0
11330,[11 35],u,-0.1,-0.25573507812499996,0
11331,[10 35],u,-0.1,-0.23748593750000002,0
11332,[ 9 35],d,-0.1,-0.255790546875,1
11333,[10 35],r,-10,-8.890056171874999,2
11334,[10 35],d,-0.1,-0.280001040234375,1
11335,[11 35],l,-10,-9.505301040234375,3
11336,[11 35],d,-0.1,-0.28917467695312504,1
11337,[12 35],u,-0.1,-0.30615737109374996,0
11338,[11 35],d,-0.1,-0.31085808183593755,1
11339,[12 35],d,-0.1,-0.29587467968750003,1
11340,[13 35],l,-0.1,-0.30908168378906253,3
11341,[13 36],r,-0.1,-0.32079824765625004,2
11342,[13 35],r,-10,-9.586057591992187,2
11343,[13 35],u,-0.1,-0.32867694804687503,0
11344,[12 35],d,-0.1,-0.32492256210937503,1
11345,[13 35],l,-0.1,-0.33837701269531256,3
11346,[13 36],l,-0.1,-0.334593695703125,3
11347,[13 37],l,-0.1,-0.31834302148437504,3
11348,[13 38],l,-0.1,-0.31338581566406254,3
11349,[13 39],r,-0.1,-0.33886113658007816,2
11350,[13 38],l,-0.1,-0.3396813406835938,3
11351,[13 39],d,-0.1,-0.337587786319336,1
11352,[14 39],u,-0.1,-0.3572732382089356,0
11353,[13 39],d,-0.1,-0.36295073116748056,1
11354,[14 39],d,-0.1,-0.3607680779266602,1
11355,[15 39],d,-0.1,-0.3592601165263673,1
11356,[16 39],d,-0.1,-0.34645258208984386,1
11357,[17 39],d,-0.1,-0.35134260390136723,1
11358,[18 39],d,-0.1,-0.34842718403320316,1
11359,[19 39],r,-10,-8.925227786035157,2
11360,[19 39],u,-0.1,-0.37058883990527347,0
11361,[18 39],r,-10,-9.918938959138671,2
11362,[18 39],u,-0.1,-0.36540794509765634,0
11363,[17 39],u,-0.1,-0.3711875217060548,0
11364,[16 39],d,-0.1,-0.3813304628005372,1
11365,[17 39],d,-0.1,-0.382463534765625,1
11366,[18 39],r,-10,-10.116261712384278,2
11367,[18 39],r,-10,-10.21492308900708,2
11368,[18 39],d,-0.1,-0.35911012805175785,1
11369,[19 39],l,-0.1,-0.3229022507226563,3
11370,[19 40],l,-0.1,-0.30661532656250007,3
11371,[19 41],l,-10,-9.494929536914062,3
11372,[19 41],d,-0.1,-0.310743950390625,1
11373,[20 41],d,-0.1,-0.32868094775390627,1
11374,[21 41],u,-0.1,-0.33239698535156254,0
11375,[20 41],u,-0.1,-0.321576603515625,0
11376,[19 41],r,-0.1,-0.32618377396484377,2
11377,[19 40],l,-0.1,-0.3431424409570313,3
11378,[19 41],d,-0.1,-0.35008144677734376,1
11379,[20 41],l,-10,-9.588809186425781,3
11380,[20 41],u,-0.1,-0.3575710000419922,0
11381,[19 41],d,-0.1,-0.3729471498779297,1
11382,[20 41],d,-0.1,-0.3594380443554688,1
11383,[21 41],l,-10,-9.91518088493164,3
11384,[21 41],u,-0.1,-0.3771054426946777,0
11385,[20 41],u,-0.1,-0.37556819830517585,0
11386,[19 41],r,-0.1,-0.34819696954101564,2
11387,[19 40],r,-0.1,-0.33894756164062506,2
11388,[19 39],u,-0.1,-0.39689397757592776,0
11389,[18 39],d,-0.1,-0.36838586726806644,1
11390,[19 39],d,-0.1,-0.3498810064501954,1
11391,[20 39],u,-0.1,-0.35711107771777345,0
11392,[19 39],l,-0.1,-0.3639775280996094,3
11393,[19 40],r,-0.1,-0.3769202337229005,2
11394,[19 39],d,-0.1,-0.38564048819809577,1
11395,[20 39],r,-10,-9.603326195910498,2
11396,[20 39],u,-0.1,-0.39234542650371096,0
11397,[19 39],d,-0.1,-0.40386473739006357,1
11398,[20 39],r,-10,-9.962707591246264,2
11399,[20 39],u,-0.1,-0.40996260089667974,0
11400,[19 39],u,-0.1,-0.4128805640819092,0
11401,[18 39],u,-0.1,-0.39973835731655283,0
11402,[17 39],u,-0.1,-0.39295308703417975,0
11403,[16 39],l,-10,-8.907359326181153,3
11404,[16 39],u,-0.1,-0.37603973236513677,0
11405,[15 39],u,-0.1,-0.37876855342546634,0
11406,[14 39],u,-0.1,-0.381124130565503,0
11407,[13 39],r,-0.1,-0.3636518796795899,2
11408,[13 38],r,-0.1,-0.3492630507441407,2
11409,[13 37],r,-0.1,-0.3488227105566407,2
11410,[13 36],r,-0.1,-0.33738434609375,2
11411,[13 35],d,-0.1,-0.3223393437597657,1
11412,[14 35],u,-0.1,-0.3410832931684571,0
11413,[13 35],d,-0.1,-0.3424143242333985,1
11414,[14 35],d,-0.1,-0.3300146686523438,1
11415,[15 35],r,-10,-10.079737438623047,2
11416,[15 35],u,-0.1,-0.34760357550292975,0
11417,[14 35],d,-0.1,-0.3714289433024903,1
11418,[15 35],l,-10,-9.935832317325929,3
11419,[15 35],l,-10,-10.124337767639283,3
11420,[15 35],u,-0.1,-0.37728926967727056,0
11421,[14 35],d,-0.1,-0.4003895048547364,1
11422,[15 35],d,-0.1,-0.3838937018090821,1
11423,[16 35],u,-0.1,-0.387470663237096,0
11424,[15 35],u,-0.1,-0.39213211676444093,0
11425,[14 35],u,-0.1,-0.3684462732053223,0
11426,[13 35],u,-0.1,-0.35210929101562505,0
11427,[12 35],u,-0.1,-0.318159470703125,0
11428,[11 35],u,-0.1,-0.2847362109375,0
11429,[10 35],d,-0.1,-0.3181318150390625,1
11430,[11 35],u,-0.1,-0.29923677734375004,0
11431,[10 35],u,-0.1,-0.27475101562500004,0
11432,[ 9 35],d,-0.1,-0.30153323046875,1
11433,[10 35],u,-0.1,-0.29338355468750005,0
11434,[ 9 35],d,-0.1,-0.33278921484375,1
11435,[10 35],u,-0.1,-0.3026998242187501,0
11436,[ 9 35],r,-10,-8.880223671875001,2
11437,[ 9 35],r,-10,-9.546119882812501,2
11438,[ 9 35],u,-0.1,-0.25720734375000004,0
11439,[ 8 35],u,-0.1,-0.24452421875000002,0
11440,[ 7 35],d,-0.1,-0.25391671875000005,1
11441,[ 8 35],l,-10,-9.52429171875,3
11442,[ 8 35],d,-0.1,-0.27482611718750005,1
11443,[ 9 35],u,-0.1,-0.28863957031250004,0
11444,[ 8 35],u,-0.1,-0.27303679687500004,0
11445,[ 7 35],u,-0.1,-0.24136875000000002,0
11446,[ 6 35],u,-0.1,-0.20214687500000003,0
11447,[ 5 35],u,-0.1,-0.18495937500000004,0
11448,[ 4 35],u,-0.1,-0.18600000000000005,0
11449,[ 3 35],r,-10,-8.81496875,2
11450,[ 3 35],d,-0.1,-0.18715625000000002,1
11451,[ 4 35],d,-0.1,-0.20541921875000002,1
11452,[ 5 35],d,-0.1,-0.23374265625000004,1
11453,[ 6 35],u,-0.1,-0.23430515625000004,0
11454,[ 5 35],u,-0.1,-0.22617968750000006,0
11455,[ 4 35],u,-0.1,-0.21860000000000002,0
11456,[ 3 35],u,-0.1,-0.20324375,0
11457,[ 2 35],u,-0.1,-0.19393125000000003,0
11458,[ 1 35],r,-0.1,-0.17900000000000002,2
11459,[ 1 34],r,-0.1,-0.17736562500000003,2
11460,[ 1 33],u,-10,-9.7971734375,0
11461,[ 1 33],r,-0.1,-0.20307218750000003,2
11462,[ 1 32],l,-0.1,-0.211484375,3
11463,[ 1 33],r,-0.1,-0.24039998437500004,2
11464,[ 1 32],l,-0.1,-0.2295421875,3
11465,[ 1 33],l,-0.1,-0.20633437500000001,3
11466,[ 1 34],l,-0.1,-0.20819375,3
11467,[ 1 35],d,-0.1,-0.20974062500000004,1
11468,[ 2 35],u,-0.1,-0.227515625,0
11469,[ 1 35],r,-0.1,-0.21931453125000006,2
11470,[ 1 34],r,-0.1,-0.23153328125000003,2
11471,[ 1 33],d,-10,-8.86959734375,1
11472,[ 1 33],l,-0.1,-0.24685437500000001,3
11473,[ 1 34],r,-0.1,-0.27394663359375004,2
11474,[ 1 33],r,-0.1,-0.25906388281250003,2
11475,[ 1 32],r,-0.1,-0.24092578125000003,2
11476,[ 1 31],r,-10,-7.592188125,2
11477,[ 1 31],d,-0.1,-0.2492742734375,1
11478,[ 2 31],l,-10,-9.7843430234375,3
11479,[ 2 31],d,-0.1,-0.25511273437500004,1
11480,[ 3 31],l,-0.1,-0.27284305859375,3
11481,[ 3 32],l,-0.1,-0.28565156250000007,3
11482,[ 3 33],l,-10,-9.56167107421875,3
11483,[ 3 33],r,-0.1,-0.2915321484375001,2
11484,[ 3 32],r,-0.1,-0.27418789062500004,2
11485,[ 3 31],r,-0.1,-0.24481560937500002,2
11486,[ 3 30],r,-0.1,-0.239988515625,2
11487,[ 3 29],u,-0.1,-0.26404600781250004,0
11488,[ 2 29],u,-0.1,-0.2568223203125001,0
11489,[ 1 29],u,-10,-7.5940973203125,0
11490,[ 1 29],r,-0.1,-0.25308148437500005,2
11491,[ 1 28],l,-0.1,-0.25461359375000003,3
11492,[ 1 29],d,-0.1,-0.25764434375,1
11493,[ 2 29],u,-0.1,-0.29229782812500005,0
11494,[ 1 29],l,-10,-9.52446479296875,3
11495,[ 1 29],d,-0.1,-0.280758703125,1
11496,[ 2 29],d,-0.1,-0.25717148437500004,1
11497,[ 3 29],l,-0.1,-0.24273984375,3
11498,[ 3 30],u,-10,-8.879740625,0
11499,[ 3 30],r,-0.1,-0.2792271875,2
11500,[ 3 29],l,-0.1,-0.259766796875,3
11501,[ 3 30],u,-10,-9.5282671875,0
11502,[ 3 30],u,-10,-9.85253046875,0
11503,[ 3 30],l,-0.1,-0.25626255468750003,3
11504,[ 3 31],u,-0.1,-0.272475703125,0
11505,[ 2 31],d,-0.1,-0.28772339140625003,1
11506,[ 3 31],r,-0.1,-0.28772595429687503,2
11507,[ 3 30],l,-0.1,-0.30074534375000006,3
11508,[ 3 31],u,-0.1,-0.2886648828125,0
11509,[ 2 31],l,-10,-9.99459854296875,3
11510,[ 2 31],r,-10,-9.84048171875,2
11511,[ 2 31],u,-0.1,-0.25657109375000003,0
11512,[ 1 31],l,-0.1,-0.256364296875,3
11513,[ 1 32],l,-0.1,-0.2758555625,3
11514,[ 1 33],l,-0.1,-0.267114375,3
11515,[ 1 34],u,-10,-9.4962496875,0
11516,[ 1 34],d,-10,-7.5936871875,1
11517,[ 1 34],l,-0.1,-0.2356453125,3
11518,[ 1 35],l,-0.1,-0.20192187500000003,3
11519,[ 1 36],r,-0.1,-0.20898984375000002,2
11520,[ 1 35],u,-10,-7.59086484375,0
11521,[ 1 35],l,-0.1,-0.23823000000000003,3
11522,[ 1 36],l,-0.1,-0.208896875,3
11523,[ 1 37],d,-0.1,-0.16268750000000004,1
11524,[ 2 37],r,-10,-7.543875,2
11525,[ 2 37],l,-10,-7.543875,3
11526,[ 2 37],d,-0.1,-0.138125,1
11527,[ 3 37],l,-0.1,-0.15331250000000002,3
11528,[ 3 38],u,-10,-9.4408125,0
11529,[ 3 38],r,-0.1,-0.15000000000000002,2
11530,[ 3 37],u,-0.1,-0.15590625000000002,0
11531,[ 2 37],l,-10,-8.834093750000001,3
11532,[ 2 37],d,-0.1,-0.18805312500000002,1
11533,[ 3 37],l,-0.1,-0.19415625000000003,3
11534,[ 3 38],r,-0.1,-0.19515781250000003,2
11535,[ 3 37],u,-0.1,-0.20015000000000002,0
11536,[ 2 37],u,-0.1,-0.20342812500000002,0
11537,[ 1 37],d,-0.1,-0.21596765625000003,1
11538,[ 2 37],d,-0.1,-0.23139687500000006,1
11539,[ 3 37],r,-10,-8.8486203125,2
11540,[ 3 37],l,-0.1,-0.23420796875000005,3
11541,[ 3 38],l,-0.1,-0.2180796875,3
11542,[ 3 39],d,-0.1,-0.19843125,1
11543,[ 4 39],d,-0.1,-0.195928125,1
11544,[ 5 39],l,-10,-7.568990625,3
11545,[ 5 39],l,-10,-8.8534859375,3
11546,[ 5 39],r,-0.1,-0.18881250000000002,2
11547,[ 5 38],l,-0.1,-0.19831906250000003,3
11548,[ 5 39],u,-0.1,-0.21601250000000002,0
11549,[ 4 39],u,-0.1,-0.21190625000000002,0
11550,[ 3 39],u,-10,-8.85125,0
11551,[ 3 39],u,-10,-9.4970625,0
11552,[ 3 39],r,-0.1,-0.21719601562500002,2
11553,[ 3 38],r,-0.1,-0.23764640625000003,2
11554,[ 3 37],r,-10,-9.51437765625,2
11555,[ 3 37],d,-10,-7.5900675,1
11556,[ 3 37],l,-0.1,-0.26523984375000004,3
11557,[ 3 38],l,-0.1,-0.24833390625,3
11558,[ 3 39],d,-0.1,-0.23738328125,1
11559,[ 4 39],d,-0.1,-0.23292968750000004,1
11560,[ 5 39],l,-10,-9.51170859375,3
11561,[ 5 39],r,-0.1,-0.20656250000000004,2
11562,[ 5 38],d,-10,-7.56215625,1
11563,[ 5 38],d,-10,-8.843234375,1
11564,[ 5 38],r,-0.1,-0.19567500000000004,2
11565,[ 5 37],l,-0.1,-0.22317875000000004,3
11566,[ 5 38],d,-10,-9.509670937500001,1
11567,[ 5 38],r,-0.1,-0.22729639062500004,2
11568,[ 5 37],d,-0.1,-0.21094859375000002,1
11569,[ 6 37],l,-10,-7.5726609375,3
11570,[ 6 37],d,-0.1,-0.1995,1
11571,[ 7 37],d,-0.1,-0.21163906250000003,1
11572,[ 8 37],l,-10,-8.820171875,3
11573,[ 8 37],u,-0.1,-0.19673437500000002,0
11574,[ 7 37],d,-0.1,-0.24435000000000004,1
11575,[ 8 37],u,-0.1,-0.21713281250000002,0
11576,[ 7 37],u,-0.1,-0.20876609375000002,0
11577,[ 6 37],u,-0.1,-0.23643780468750003,0
11578,[ 5 37],l,-0.1,-0.25083295312500004,3
11579,[ 5 38],l,-0.1,-0.24211265625000003,3
11580,[ 5 39],l,-10,-9.848807421875001,3
11581,[ 5 39],d,-10,-8.854203125,1
11582,[ 5 39],r,-0.1,-0.25556462578125005,2
11583,[ 5 38],r,-0.1,-0.25857506250000006,2
11584,[ 5 37],l,-0.1,-0.28436717187500005,3
11585,[ 5 38],l,-0.1,-0.268261953125,3
11586,[ 5 39],u,-0.1,-0.25336406250000004,0
11587,[ 4 39],l,-10,-7.5953578125,3
11588,[ 4 39],d,-0.1,-0.2804786718750001,1
11589,[ 5 39],u,-0.1,-0.27203984375,0
11590,[ 4 39],u,-0.1,-0.25369133203125005,0
11591,[ 3 39],r,-0.1,-0.265538890625,2
11592,[ 3 38],d,-10,-7.6069408828125,1
11593,[ 3 38],u,-10,-9.8273471328125,0
11594,[ 3 38],r,-0.1,-0.258890703125,2
11595,[ 3 37],u,-0.1,-0.24161765625000003,0
11596,[ 2 37],u,-0.1,-0.23732656250000003,0
11597,[ 1 37],l,-10,-8.85755,3
11598,[ 1 37],r,-0.1,-0.23912859375,2
11599,[ 1 36],l,-0.1,-0.25163388281250004,3
11600,[ 1 37],d,-0.1,-0.26211242187500006,1
11601,[ 2 37],d,-0.1,-0.27442638281250004,1
11602,[ 3 37],l,-0.1,-0.2943701796875,3
11603,[ 3 38],l,-0.1,-0.2809894296875,3
11604,[ 3 39],r,-0.1,-0.29927026171875004,2
11605,[ 3 38],d,-10,-8.9199712578125,1
11606,[ 3 38],r,-0.1,-0.28817329687500004,2
11607,[ 3 37],u,-0.1,-0.27760578125,0
11608,[ 2 37],u,-0.1,-0.27627114843750006,0
11609,[ 1 37],u,-10,-8.874482867187501,0
11610,[ 1 37],l,-10,-9.5363828671875,3
11611,[ 1 37],r,-0.1,-0.26360972656250004,2
11612,[ 1 36],l,-0.1,-0.29376753125000005,3
11613,[ 1 37],d,-0.1,-0.30454808320312504,1
11614,[ 2 37],d,-0.1,-0.31213579296875005,1
11615,[ 3 37],u,-0.1,-0.31312490742187504,0
11616,[ 2 37],u,-0.1,-0.30675995117187504,0
11617,[ 1 37],r,-0.1,-0.27585029296875,2
11618,[ 1 36],r,-0.1,-0.24887820312500003,2
11619,[ 1 35],d,-0.1,-0.23061093750000006,1
11620,[ 2 35],l,-10,-8.845428125,3
11621,[ 2 35],u,-0.1,-0.26244935156250004,0
11622,[ 1 35],u,-10,-8.8941239609375,0
11623,[ 1 35],r,-0.1,-0.2656976562500001,2
11624,[ 1 34],l,-0.1,-0.271597578125,3
11625,[ 1 35],d,-0.1,-0.24104609375000005,1
11626,[ 2 35],d,-0.1,-0.21837656250000004,1
11627,[ 3 35],u,-0.1,-0.249891328125,0
11628,[ 2 35],u,-0.1,-0.28842817578125,0
11629,[ 1 35],l,-0.1,-0.28111019140625004,3
11630,[ 1 36],l,-0.1,-0.3210163974609376,3
11631,[ 1 37],r,-0.1,-0.299920337890625,2
11632,[ 1 36],u,-10,-9.84252644140625,0
11633,[ 1 36],d,-10,-9.52791706640625,1
11634,[ 1 36],r,-0.1,-0.28290984375000006,2
11635,[ 1 35],d,-0.1,-0.26879250000000005,1
11636,[ 2 35],u,-0.1,-0.31377803320312503,0
11637,[ 1 35],r,-0.1,-0.30506773828125006,2
11638,[ 1 34],l,-0.1,-0.30675541406250006,3
11639,[ 1 35],d,-0.1,-0.28266570312500006,1
11640,[ 2 35],u,-0.1,-0.33338860273437504,0
11641,[ 1 35],u,-10,-9.573561566601562,0
11642,[ 1 35],l,-0.1,-0.31786452539062504,3
11643,[ 1 36],u,-10,-10.048572650390625,0
11644,[ 1 36],r,-0.1,-0.31865448828125004,2
11645,[ 1 35],r,-0.1,-0.32580985425781256,2
11646,[ 1 34],r,-0.1,-0.3035520640625,2
11647,[ 1 33],r,-0.1,-0.28794854296875005,2
11648,[ 1 32],r,-0.1,-0.28263631367187503,2
11649,[ 1 31],d,-0.1,-0.29009412890625,1
11650,[ 2 31],l,-10,-10.112756263671876,3
11651,[ 2 31],d,-0.1,-0.31664107207031256,1
11652,[ 3 31],l,-0.1,-0.30980608007812505,3
11653,[ 3 32],u,-10,-8.91403220703125,0
11654,[ 3 32],r,-0.1,-0.31657062474609377,2
11655,[ 3 31],r,-0.1,-0.31951521152343754,2
11656,[ 3 30],r,-0.1,-0.30650865234374997,2
11657,[ 3 29],d,-10,-9.85537021484375,1
11658,[ 3 29],l,-0.1,-0.31521880312500006,3
11659,[ 3 30],u,-10,-10.061600639062501,0
11660,[ 3 30],l,-0.1,-0.33027186914062506,3
11661,[ 3 31],u,-0.1,-0.30978943359375005,0
11662,[ 2 31],u,-0.1,-0.29364948046875006,0
11663,[ 1 31],l,-0.1,-0.3023171515625,3
11664,[ 1 32],l,-0.1,-0.30812925,3
11665,[ 1 33],l,-0.1,-0.320155616328125,3
11666,[ 1 34],r,-0.1,-0.3313528763671875,2
11667,[ 1 33],l,-0.1,-0.3481177444921876,3
11668,[ 1 34],r,-0.1,-0.34525328251953125,2
11669,[ 1 33],r,-0.1,-0.3211606126367188,2
11670,[ 1 32],r,-0.1,-0.32186051484375006,2
11671,[ 1 31],d,-0.1,-0.3271893306640625,1
11672,[ 2 31],u,-0.1,-0.33286745843750004,0
11673,[ 1 31],l,-0.1,-0.33981673828125003,3
11674,[ 1 32],l,-0.1,-0.3485869006865235,3
11675,[ 1 33],r,-0.1,-0.35541753799804693,2
11676,[ 1 32],d,-10,-8.922118481679687,1
11677,[ 1 32],r,-0.1,-0.35816545622070317,2
11678,[ 1 31],d,-0.1,-0.35608314776367195,1
11679,[ 2 31],d,-0.1,-0.3477257811523438,1
11680,[ 3 31],u,-0.1,-0.3546850730937501,0
11681,[ 2 31],u,-0.1,-0.3693512614453125,0
11682,[ 1 31],r,-10,-8.949011594726564,2
11683,[ 1 31],l,-0.1,-0.3767724744495606,3
11684,[ 1 32],l,-0.1,-0.38094643536474615,3
11685,[ 1 33],l,-0.1,-0.36209880857421883,3
11686,[ 1 34],l,-0.1,-0.33057727343750004,3
11687,[ 1 35],d,-0.1,-0.28960230468750003,1
11688,[ 2 35],r,-10,-9.495769453125,2
11689,[ 2 35],r,-10,-9.846154179687499,2
11690,[ 2 35],d,-0.1,-0.24340859375000004,1
11691,[ 3 35],d,-0.1,-0.23601677343750002,1
11692,[ 4 35],d,-0.1,-0.25449046875000003,1
11693,[ 5 35],d,-0.1,-0.27013177343750006,1
11694,[ 6 35],d,-0.1,-0.2733497656250001,1
11695,[ 7 35],u,-0.1,-0.2761216953125,0
11696,[ 6 35],u,-0.1,-0.26893343750000004,0
11697,[ 5 35],u,-0.1,-0.26145984375000003,0
11698,[ 4 35],l,-10,-9.96462,3
11699,[ 4 35],u,-0.1,-0.26550754804687504,0
11700,[ 3 35],d,-0.1,-0.28252909765625006,1
11701,[ 4 35],d,-0.1,-0.2949021640625,1
11702,[ 5 35],r,-10,-8.887344429687499,2
11703,[ 5 35],d,-0.1,-0.30608593359375,1
11704,[ 6 35],u,-0.1,-0.30212364843750006,0
11705,[ 5 35],u,-0.1,-0.30020831849609375,0
11706,[ 4 35],d,-0.1,-0.3325448253544922,1
11707,[ 5 35],d,-0.1,-0.32605036132812504,1
11708,[ 6 35],d,-0.1,-0.3009374062500001,1
11709,[ 7 35],d,-0.1,-0.29982491796875005,1
11710,[ 8 35],l,-10,-9.885012417968749,3
11711,[ 8 35],r,-10,-8.91117280859375,2
11712,[ 8 35],u,-0.1,-0.31077316132812505,0
11713,[ 7 35],u,-0.1,-0.32348268046875006,0
11714,[ 6 35],d,-0.1,-0.33538991621093756,1
11715,[ 7 35],u,-0.1,-0.34769698203125005,0
11716,[ 6 35],u,-0.1,-0.3361555675419922,0
11717,[ 5 35],u,-0.1,-0.31958255586914064,0
11718,[ 4 35],r,-10,-7.619478396621094,2
11719,[ 4 35],u,-0.1,-0.2952048716796875,0
11720,[ 3 35],d,-0.1,-0.3241067410839844,1
11721,[ 4 35],u,-0.1,-0.31005353349609377,0
11722,[ 3 35],l,-10,-8.87932609765625,3
11723,[ 3 35],r,-10,-9.51993547265625,2
11724,[ 3 35],u,-0.1,-0.28447953125000003,0
11725,[ 2 35],d,-0.1,-0.29972008593750005,1
11726,[ 3 35],u,-0.1,-0.32711380429687503,0
11727,[ 2 35],d,-0.1,-0.345708076456543,1
11728,[ 3 35],d,-0.1,-0.3515774606152344,1
11729,[ 4 35],u,-0.1,-0.35222797868164063,0
11730,[ 3 35],u,-0.1,-0.3635817733789063,0
11731,[ 2 35],r,-10,-10.073101961074219,2
11732,[ 2 35],u,-0.1,-0.3470153384765625,0
11733,[ 1 35],l,-0.1,-0.35232678242187504,3
11734,[ 1 36],r,-0.1,-0.33964828125,2
11735,[ 1 35],d,-0.1,-0.3503697867491944,1
11736,[ 2 35],d,-0.1,-0.381063895505127,1
11737,[ 3 35],d,-0.1,-0.3754339017171387,1
11738,[ 4 35],l,-10,-10.131955171409523,3
11739,[ 4 35],r,-10,-8.95938436972007,2
11740,[ 4 35],d,-0.1,-0.36008456281835943,1
11741,[ 5 35],u,-0.1,-0.3682938683413086,0
11742,[ 4 35],u,-0.1,-0.3897257873613281,0
11743,[ 3 35],u,-0.1,-0.3879477890039063,0
11744,[ 2 35],u,-0.1,-0.37012210365429693,0
11745,[ 1 35],u,-10,-9.933395217716797,0
11746,[ 1 35],r,-0.1,-0.36166470017578134,2
11747,[ 1 34],u,-10,-9.896884616796875,0
11748,[ 1 34],l,-0.1,-0.3729550407558875,3
11749,[ 1 35],u,-10,-10.124364012895537,0
11750,[ 1 35],d,-0.1,-0.39173984001903084,1
11751,[ 2 35],u,-0.1,-0.3936081039169922,0
11752,[ 1 35],l,-0.1,-0.3706207700683595,3
11753,[ 1 36],r,-0.1,-0.3825732557041016,2
11754,[ 1 35],d,-0.1,-0.41734867298682254,1
11755,[ 2 35],d,-0.1,-0.4094772035252759,1
11756,[ 3 35],d,-0.1,-0.39975500412683107,1
11757,[ 4 35],d,-0.1,-0.37676494400683597,1
11758,[ 5 35],u,-0.1,-0.4036911589737305,0
11759,[ 4 35],d,-0.1,-0.3851051346010742,1
11760,[ 5 35],d,-0.1,-0.36395064295898444,1
11761,[ 6 35],d,-0.1,-0.3526161711914063,1
11762,[ 7 35],d,-0.1,-0.32358421171875007,1
11763,[ 8 35],d,-0.1,-0.31730086523437506,1
11764,[ 9 35],u,-0.1,-0.33416770775390625,0
11765,[ 8 35],u,-0.1,-0.3509994759375001,0
11766,[ 7 35],l,-10,-9.553519145273437,3
11767,[ 7 35],u,-0.1,-0.37511849640952155,0
11768,[ 6 35],u,-0.1,-0.38185557310253915,0
11769,[ 5 35],u,-0.1,-0.4251428900573486,0
11770,[ 4 35],d,-0.1,-0.4063303566320801,1
11771,[ 5 35],d,-0.1,-0.39065259851562506,1
11772,[ 6 35],d,-0.1,-0.3719209808691407,1
11773,[ 7 35],u,-0.1,-0.4049236895958741,0
11774,[ 6 35],d,-0.1,-0.3815733857080079,1
11775,[ 7 35],d,-0.1,-0.35457749521484383,1
11776,[ 8 35],d,-0.1,-0.35840557929687505,1
11777,[ 9 35],d,-0.1,-0.35260952832031256,1
11778,[10 35],u,-0.1,-0.35172538059863284,0
11779,[ 9 35],u,-0.1,-0.3750336180488282,0
11780,[ 8 35],u,-0.1,-0.3850596108154297,0
11781,[ 7 35],d,-0.1,-0.3885712582910157,1
11782,[ 8 35],u,-0.1,-0.41738687163867194,0
11783,[ 7 35],l,-10,-9.951616638867677,3
11784,[ 7 35],d,-0.1,-0.4055681398291016,1
11785,[ 8 35],d,-0.1,-0.38787707739257815,1
11786,[ 9 35],d,-0.1,-0.3694640809277344,1
11787,[10 35],r,-10,-9.588187402705078,2
11788,[10 35],d,-0.1,-0.3437224573242188,1
11789,[11 35],r,-10,-8.929455526367187,2
11790,[11 35],r,-10,-9.599384312988281,2
