,state,action_space,reward,Q,action
11791,[11 35],u,-0.1,-0.3542934944677735,0
11792,[10 35],u,-0.1,-0.3921215267167969,0
11793,[ 9 35],d,-0.1,-0.3894071462597657,1
11794,[10 35],u,-0.1,-0.41482589148037113,0
11795,[ 9 35],l,-10,-7.668765128121973,3
11796,[ 9 35],u,-0.1,-0.41206149385107427,0
11797,[ 8 35],d,-0.1,-0.41917175451318367,1
11798,[ 9 35],d,-0.1,-0.3993786789257813,1
11799,[10 35],d,-0.1,-0.3617473654882813,1
11800,[11 35],d,-0.1,-0.34860080273437505,1
11801,[12 35],u,-0.1,-0.36595009658203126,0
11802,[11 35],d,-0.1,-0.37051555431640626,1
11803,[12 35],d,-0.1,-0.3647309367675782,1
11804,[13 35],l,-0.1,-0.36975566941406257,3
11805,[13 36],u,-10,-9.866614038066405,0
11806,[13 36],l,-0.1,-0.3605512075195313,3
11807,[13 37],l,-0.1,-0.36202811404980473,3
11808,[13 38],l,-0.1,-0.38316849936716313,3
11809,[13 39],d,-0.1,-0.3938210006507374,1
11810,[14 39],l,-10,-8.934283135066998,3
11811,[14 39],u,-0.1,-0.40420541113856695,0
11812,[13 39],u,-10,-9.93701960562144,0
11813,[13 39],r,-0.1,-0.3889943126746583,2
11814,[13 38],r,-0.1,-0.38160174512255873,2
11815,[13 37],r,-0.1,-0.37623431102050786,2
11816,[13 36],u,-10,-10.085129974775391,0
11817,[13 36],d,-10,-9.890651080742188,1
11818,[13 36],r,-0.1,-0.37277861895190434,2
11819,[13 35],u,-0.1,-0.3901835670532227,0
11820,[12 35],d,-0.1,-0.3864519142888184,1
11821,[13 35],r,-10,-9.947115241901123,2
11822,[13 35],d,-0.1,-0.3870079850590943,1
11823,[14 35],r,-10,-9.935097428411144,2
11824,[14 35],u,-0.1,-0.4006131878389893,0
11825,[13 35],r,-10,-10.139947672186889,2
11826,[13 35],d,-0.1,-0.4236792697141785,1
11827,[14 35],d,-0.1,-0.42294691824145514,1
11828,[15 35],u,-0.1,-0.42634199290976565,0
11829,[14 35],u,-0.1,-0.41669664515582283,0
11830,[13 35],l,-0.1,-0.3971258780908204,3
11831,[13 36],r,-0.1,-0.4119719146499024,2
11832,[13 35],u,-0.1,-0.4097693269885254,0
11833,[12 35],u,-0.1,-0.3924071208015137,0
11834,[11 35],u,-0.1,-0.3899330617036133,0
11835,[10 35],d,-0.1,-0.3976056821865235,1
11836,[11 35],d,-0.1,-0.40916113858817144,1
11837,[12 35],d,-0.1,-0.4219326022852784,1
11838,[13 35],l,-0.1,-0.41081098242919933,3
11839,[13 36],l,-0.1,-0.3931882550821778,3
11840,[13 37],l,-0.1,-0.4027348423300538,3
11841,[13 38],r,-0.1,-0.4101063125205079,2
11842,[13 37],d,-10,-9.925818839177978,1
11843,[13 37],r,-0.1,-0.41505187029723395,2
11844,[13 36],l,-0.1,-0.42782480658961314,3
11845,[13 37],l,-0.1,-0.42379324588025036,3
11846,[13 38],l,-0.1,-0.4166316903871778,3
11847,[13 39],r,-0.1,-0.42904499697155773,2
11848,[13 38],r,-0.1,-0.44182649789400924,2
11849,[13 37],r,-0.1,-0.44291329674107305,2
11850,[13 36],r,-0.1,-0.4403821544697877,2
11851,[13 35],u,-0.1,-0.4314678678549439,0
11852,[12 35],l,-10,-9.609127762954431,3
11853,[12 35],u,-0.1,-0.4216734381673828,0
11854,[11 35],u,-0.1,-0.42388908783574225,0
11855,[10 35],d,-0.1,-0.43292535345793887,1
11856,[11 35],d,-0.1,-0.44433361646940794,1
11857,[12 35],l,-10,-9.994316928652538,3
11858,[12 35],u,-0.1,-0.4515868086097754,0
11859,[11 35],u,-0.1,-0.44861619508403816,0
11860,[10 35],u,-0.1,-0.4371333512567872,0
11861,[ 9 35],d,-0.1,-0.4445057485189632,1
11862,[10 35],d,-0.1,-0.46641280414020303,1
11863,[11 35],d,-0.1,-0.4620364792630793,1
11864,[12 35],d,-0.1,-0.4458312432357789,1
11865,[13 35],l,-0.1,-0.4479266541799256,3
11866,[13 36],l,-0.1,-0.4546193639409193,3
11867,[13 37],r,-0.1,-0.469628617881941,2
11868,[13 36],d,-10,-10.143497509882499,1
11869,[13 36],d,-10,-10.269920724452653,1
11870,[13 36],r,-0.1,-0.46084674860627417,2
11871,[13 35],d,-0.1,-0.4493531251772095,1
11872,[14 35],u,-0.1,-0.45250886311263616,0
11873,[13 35],u,-0.1,-0.4663579933835724,0
11874,[12 35],u,-0.1,-0.4776706920927049,0
11875,[11 35],u,-0.1,-0.47101810560757335,0
11876,[10 35],r,-10,-9.990803709418092,2
11877,[10 35],u,-0.1,-0.45399434786137705,0
11878,[ 9 35],u,-0.1,-0.4438548391629395,0
11879,[ 8 35],u,-0.1,-0.4409090961374793,0
11880,[ 7 35],u,-0.1,-0.42416986836654064,0
11881,[ 6 35],d,-0.1,-0.42329235577709967,1
11882,[ 7 35],u,-0.1,-0.433919942079413,0
11883,[ 6 35],r,-10,-7.671835007896143,2
11884,[ 6 35],u,-0.1,-0.41672145588330084,0
11885,[ 5 35],d,-0.1,-0.4328509544052979,1
11886,[ 6 35],u,-0.1,-0.4496750284674573,0
11887,[ 5 35],u,-0.1,-0.43794804934127196,0
11888,[ 4 35],u,-0.1,-0.4194393987324219,0
11889,[ 3 35],u,-0.1,-0.42109754126459964,0
11890,[ 2 35],d,-0.1,-0.43462835361971197,1
11891,[ 3 35],d,-0.1,-0.43272616254785157,1
11892,[ 4 35],d,-0.1,-0.4479481077984241,1
11893,[ 5 35],r,-10,-9.638455144326134,2
11894,[ 5 35],r,-10,-10.014010501645451,2
11895,[ 5 35],d,-0.1,-0.45690703730234383,1
11896,[ 6 35],d,-0.1,-0.44415184081164555,1
11897,[ 7 35],l,-10,-10.158313982356933,3
11898,[ 7 35],d,-0.1,-0.4414113594454835,1
11899,[ 8 35],d,-0.1,-0.45932055487991463,1
11900,[ 9 35],u,-0.1,-0.47033651284333544,0
11901,[ 8 35],u,-0.1,-0.4657185220044755,0
11902,[ 7 35],u,-0.1,-0.46682829940494697,0
11903,[ 6 35],d,-0.1,-0.4707110321562904,1
11904,[ 7 35],d,-0.1,-0.47739992941870335,1
11905,[ 8 35],u,-0.1,-0.4929319957344639,0
11906,[ 7 35],u,-0.1,-0.4857679125128293,0
11907,[ 6 35],u,-0.1,-0.47191413643730107,0
11908,[ 5 35],u,-0.1,-0.45772175410022586,0
11909,[ 4 35],u,-0.1,-0.44921359293528085,0
11910,[ 3 35],u,-0.1,-0.43767241739494633,0
11911,[ 2 35],l,-10,-9.599837709262648,3
11912,[ 2 35],r,-10,-10.213674627299756,2
11913,[ 2 35],u,-0.1,-0.4095531670375977,0
11914,[ 1 35],r,-0.1,-0.38619632722167974,2
11915,[ 1 34],r,-0.1,-0.38256453335888674,2
11916,[ 1 33],r,-0.1,-0.3888832242983399,2
11917,[ 1 32],r,-0.1,-0.389320144604004,2
11918,[ 1 31],u,-10,-8.921487416493653,0
11919,[ 1 31],d,-0.1,-0.3845181754003907,1
11920,[ 2 31],d,-0.1,-0.3632756266113282,1
11921,[ 3 31],l,-0.1,-0.3334462431640626,3
11922,[ 3 32],u,-10,-9.585559306640626,0
11923,[ 3 32],l,-0.1,-0.3240152480468751,3
11924,[ 3 33],r,-0.1,-0.33822285535449226,2
11925,[ 3 32],r,-0.1,-0.3520671575585938,2
11926,[ 3 31],r,-0.1,-0.3476864993164063,2
11927,[ 3 30],d,-10,-8.912144518554687,1
11928,[ 3 30],l,-0.1,-0.36518674399414075,3
11929,[ 3 31],l,-0.1,-0.3625299832031251,3
11930,[ 3 32],u,-10,-9.938586514941406,0
11931,[ 3 32],l,-0.1,-0.36420790893295907,3
11932,[ 3 33],u,-10,-9.575134777097022,0
11933,[ 3 33],d,-10,-8.950134777097022,1
11934,[ 3 33],r,-0.1,-0.37754164857861333,2
11935,[ 3 32],r,-0.1,-0.38249250347167973,2
11936,[ 3 31],u,-0.1,-0.3908165685219727,0
11937,[ 2 31],d,-0.1,-0.3880967379980469,1
11938,[ 3 31],r,-0.1,-0.36177214321289064,2
11939,[ 3 30],r,-0.1,-0.3220750296875,2
11940,[ 3 29],r,-10,-9.524195703515625,2
11941,[ 3 29],u,-0.1,-0.2977501718750001,0
11942,[ 2 29],d,-0.1,-0.31257331953125006,1
11943,[ 3 29],u,-0.1,-0.33040910859375006,0
11944,[ 2 29],r,-10,-8.90122152265625,2
11945,[ 2 29],u,-0.1,-0.31003558203125003,0
11946,[ 1 29],r,-0.1,-0.2911168593750001,2
11947,[ 1 28],r,-0.1,-0.2923427539062501,2
11948,[ 1 27],l,-0.1,-0.29514291406250004,3
11949,[ 1 28],l,-0.1,-0.30364821328125,3
11950,[ 1 29],d,-0.1,-0.32989536347656256,1
11951,[ 2 29],d,-0.1,-0.34813512117187506,1
11952,[ 3 29],l,-0.1,-0.35254316492187504,3
11953,[ 3 30],r,-0.1,-0.3597216137109375,2
11954,[ 3 29],u,-0.1,-0.35472056621093756,0
11955,[ 2 29],u,-0.1,-0.33602037773437504,0
11956,[ 1 29],l,-10,-9.893234983203126,3
11957,[ 1 29],d,-0.1,-0.36615685171875006,1
11958,[ 2 29],u,-0.1,-0.3490127755859376,0
11959,[ 1 29],u,-10,-8.928051246875,0
11960,[ 1 29],r,-0.1,-0.3271126689453126,2
11961,[ 1 28],r,-0.1,-0.31096831054687507,2
11962,[ 1 27],l,-0.1,-0.3342131530078125,3
11963,[ 1 28],l,-0.1,-0.3490248076660157,3
11964,[ 1 29],r,-0.1,-0.35349207421875006,2
11965,[ 1 28],r,-0.1,-0.32028108886718754,2
11966,[ 1 27],d,-0.1,-0.29155894917968755,1
11967,[ 2 27],d,-0.1,-0.28587845468750006,1
11968,[ 3 27],u,-0.1,-0.29801356250000005,0
11969,[ 2 27],u,-0.1,-0.3094951208808594,0
11970,[ 1 27],d,-0.1,-0.32442477919921886,1
11971,[ 2 27],r,-10,-8.926713390546874,2
11972,[ 2 27],u,-0.1,-0.3507387110800782,0
11973,[ 1 27],d,-0.1,-0.3408576942089845,1
11974,[ 2 27],d,-0.1,-0.30214345898437506,1
11975,[ 3 27],r,-0.1,-0.27303409765625003,2
11976,[ 3 26],r,-0.1,-0.2701625255859375,2
11977,[ 3 25],l,-0.1,-0.28464282421875003,3
11978,[ 3 26],l,-0.1,-0.3012747775390625,3
11979,[ 3 27],r,-0.1,-0.3080901853417969,2
11980,[ 3 26],r,-0.1,-0.3047867049804688,2
11981,[ 3 25],r,-0.1,-0.2923601953125,2
11982,[ 3 24],l,-0.1,-0.29959388027343753,3
11983,[ 3 25],l,-0.1,-0.3278950620019532,3
11984,[ 3 26],l,-0.1,-0.3347434918945313,3
11985,[ 3 27],u,-0.1,-0.33497133779296884,0
11986,[ 2 27],d,-0.1,-0.3397123128959961,1
11987,[ 3 27],r,-0.1,-0.3411991099121094,2
11988,[ 3 26],r,-0.1,-0.3339554403808594,2
11989,[ 3 25],l,-0.1,-0.3642274791723633,3
11990,[ 3 26],r,-0.1,-0.34853980808105467,2
11991,[ 3 25],r,-0.1,-0.31171457421875004,2
11992,[ 3 24],r,-0.1,-0.29075091406250003,2
11993,[ 3 23],u,-0.1,-0.2794805234375001,0
11994,[ 2 23],u,-0.1,-0.27677102070312504,0
11995,[ 1 23],d,-0.1,-0.29405918750000004,1
11996,[ 2 23],d,-0.1,-0.30478974687500004,1
11997,[ 3 23],u,-0.1,-0.31428722103515633,0
11998,[ 2 23],d,-0.1,-0.32246762812500007,1
11999,[ 3 23],l,-0.1,-0.31425208320312503,3
12000,[ 3 24],l,-0.1,-0.3400684985351563,3
12001,[ 3 25],r,-0.1,-0.33669519843750007,2
12002,[ 3 24],r,-0.1,-0.33678889447265625,2
12003,[ 3 23],l,-0.1,-0.35868104411425783,3
12004,[ 3 24],l,-0.1,-0.3715470885644532,3
12005,[ 3 25],d,-10,-9.869387839296875,1
12006,[ 3 25],r,-0.1,-0.36990260173144535,2
12007,[ 3 24],r,-0.1,-0.3598236967021485,2
12008,[ 3 23],u,-0.1,-0.3316905698339845,0
12009,[ 2 23],u,-0.1,-0.3054811353515625,0
12010,[ 1 23],l,-0.1,-0.29169324218750003,3
12011,[ 1 24],r,-0.1,-0.30524750585937505,2
12012,[ 1 23],r,-10,-7.631261958984375,2
12013,[ 1 23],l,-0.1,-0.31162188281250003,3
12014,[ 1 24],l,-0.1,-0.29143484375000006,3
12015,[ 1 25],d,-10,-8.9137746875,1
12016,[ 1 25],r,-0.1,-0.3064741953125001,2
12017,[ 1 24],l,-0.1,-0.3336308097656251,3
12018,[ 1 25],r,-0.1,-0.3405984752929688,2
12019,[ 1 24],u,-10,-9.879515283886718,0
12020,[ 1 24],r,-0.1,-0.3349503873046875,2
12021,[ 1 23],d,-0.1,-0.3344961046582032,1
12022,[ 2 23],u,-0.1,-0.3429704149414063,0
12023,[ 1 23],l,-0.1,-0.3559448058007813,3
12024,[ 1 24],l,-0.1,-0.37008471876464855,3
12025,[ 1 25],r,-0.1,-0.37102691193359383,2
12026,[ 1 24],r,-0.1,-0.3679984407485352,2
12027,[ 1 23],d,-0.1,-0.3623584849853516,1
12028,[ 2 23],d,-0.1,-0.36049457048779304,1
12029,[ 3 23],u,-0.1,-0.37018197164062505,0
12030,[ 2 23],u,-0.1,-0.3816603700810547,0
12031,[ 1 23],l,-0.1,-0.3935717012372315,3
12032,[ 1 24],r,-0.1,-0.3970605386176759,2
12033,[ 1 23],d,-0.1,-0.39340179921218266,1
12034,[ 2 23],d,-0.1,-0.39165375509531253,1
12035,[ 3 23],u,-0.1,-0.40683815235678716,0
12036,[ 2 23],u,-0.1,-0.41786099468600957,0
12037,[ 1 23],d,-0.1,-0.42294508939898195,1
12038,[ 2 23],d,-0.1,-0.4072333473990723,1
12039,[ 3 23],d,-10,-9.913225532351415,1
12040,[ 3 23],l,-0.1,-0.39126118557309575,3
12041,[ 3 24],r,-0.1,-0.4059793818589673,2
12042,[ 3 23],l,-0.1,-0.41282678264055184,3
12043,[ 3 24],d,-10,-7.667196189854004,1
12044,[ 3 24],l,-0.1,-0.3996759099097901,3
12045,[ 3 25],l,-0.1,-0.38274831093872075,3
12046,[ 3 26],l,-0.1,-0.3681088479541016,3
12047,[ 3 27],r,-0.1,-0.3774424685925293,2
12048,[ 3 26],r,-0.1,-0.39072607481967775,2
12049,[ 3 25],r,-0.1,-0.4148054603251282,2
12050,[ 3 24],d,-10,-9.013452254386408,1
12051,[ 3 24],r,-0.1,-0.4360668594900379,2
12052,[ 3 23],u,-0.1,-0.4366740825079761,0
12053,[ 2 23],r,-10,-9.580755006329582,2
12054,[ 2 23],u,-0.1,-0.436037762899759,0
12055,[ 1 23],l,-0.1,-0.4133239740627076,3
12056,[ 1 24],l,-0.1,-0.40200446975244153,3
12057,[ 1 25],d,-10,-9.623849454120117,1
12058,[ 1 25],u,-10,-8.943708985370117,0
12059,[ 1 25],r,-0.1,-0.4141906983447511,2
12060,[ 1 24],r,-0.1,-0.4345260576370564,2
12061,[ 1 23],l,-0.1,-0.43756399841995247,3
12062,[ 1 24],u,-10,-10.120659653331959,0
12063,[ 1 24],u,-10,-10.241231838054578,0
12064,[ 1 24],l,-0.1,-0.43738804913135876,3
12065,[ 1 25],u,-10,-9.658240306940197,0
12066,[ 1 25],r,-0.1,-0.4526320751090509,2
12067,[ 1 24],r,-0.1,-0.45758831904807007,2
12068,[ 1 23],l,-0.1,-0.4656066213190877,3
12069,[ 1 24],l,-0.1,-0.4723784583647523,3
12070,[ 1 25],r,-0.1,-0.48223078112615697,2
12071,[ 1 24],r,-0.1,-0.46911944975357694,2
12072,[ 1 23],l,-0.1,-0.4939070630486535,3
12073,[ 1 24],u,-10,-10.331719671416398,0
12074,[ 1 24],u,-10,-10.376963588097308,0
12075,[ 1 24],r,-0.1,-0.4748850151063304,2
12076,[ 1 23],u,-10,-9.950287067573292,0
12077,[ 1 23],d,-0.1,-0.44472755102907346,1
12078,[ 2 23],d,-0.1,-0.43938872588778444,1
12079,[ 3 23],u,-0.1,-0.4645540345588796,0
12080,[ 2 23],u,-0.1,-0.4681462794129626,0
12081,[ 1 23],d,-0.1,-0.47008870216403975,1
12082,[ 2 23],d,-0.1,-0.45546641513214053,1
12083,[ 3 23],l,-0.1,-0.43626755077968143,3
12084,[ 3 24],l,-0.1,-0.42207469487731936,3
12085,[ 3 25],l,-0.1,-0.4070231370487061,3
12086,[ 3 26],u,-10,-7.665648981579346,0
12087,[ 3 26],d,-10,-9.573555231579345,1
12088,[ 3 26],l,-0.1,-0.3847915259838868,3
12089,[ 3 27],d,-10,-9.566953586381835,1
12090,[ 3 27],r,-0.1,-0.4118774209890137,2
12091,[ 3 26],r,-0.1,-0.42852344908175666,2
12092,[ 3 25],u,-10,-9.618970528859418,0
12093,[ 3 25],l,-0.1,-0.4266677552171021,3
12094,[ 3 26],u,-10,-9.005980677482421,0
12095,[ 3 26],u,-10,-9.67614652543396,0
12096,[ 3 26],d,-10,-9.959933802482421,1
12097,[ 3 26],d,-10,-10.15312308793396,1
12098,[ 3 26],l,-0.1,-0.39313286499877936,3
12099,[ 3 27],d,-10,-9.934213895197754,1
12100,[ 3 27],u,-0.1,-0.3703562096996827,0
12101,[ 2 27],d,-0.1,-0.3865164508128553,1
12102,[ 3 27],u,-0.1,-0.3930105248358765,0
12103,[ 2 27],u,-0.1,-0.3757652743935548,0
12104,[ 1 27],l,-0.1,-0.36123306649414066,3
12105,[ 1 28],r,-0.1,-0.3635265068276368,2
12106,[ 1 27],l,-0.1,-0.3876776966967774,3
12107,[ 1 28],l,-0.1,-0.3835838372314454,3
12108,[ 1 29],u,-10,-9.623097056835938,0
12109,[ 1 29],r,-0.1,-0.3903329651818116,2
12110,[ 1 28],r,-0.1,-0.38514921580786143,2
12111,[ 1 27],d,-0.1,-0.3895232205815919,1
12112,[ 2 27],u,-0.1,-0.4123376007103272,0
12113,[ 1 27],d,-0.1,-0.41869401315658084,1
12114,[ 2 27],d,-0.1,-0.42011296158257205,1
12115,[ 3 27],u,-0.1,-0.43205718273758553,0
12116,[ 2 27],l,-10,-9.933582545319648,3
12117,[ 2 27],u,-0.1,-0.4306237638687134,0
12118,[ 1 27],r,-10,-7.67445496351355,2
12119,[ 1 27],l,-0.1,-0.41645157510253916,3
12120,[ 1 28],r,-0.1,-0.42997781670007335,2
12121,[ 1 27],l,-0.1,-0.43083851430542003,3
12122,[ 1 28],l,-0.1,-0.4065625018891602,3
12123,[ 1 29],d,-0.1,-0.38973923038671887,1
12124,[ 2 29],d,-0.1,-0.3827119848007813,1
12125,[ 3 29],l,-0.1,-0.3881463086308594,3
12126,[ 3 30],r,-0.1,-0.38948506165039065,2
12127,[ 3 29],u,-0.1,-0.38441603211914066,0
12128,[ 2 29],d,-0.1,-0.41434320685400394,1
12129,[ 3 29],u,-0.1,-0.39926376507324224,0
12130,[ 2 29],u,-0.1,-0.3998890414669923,0
12131,[ 1 29],d,-0.1,-0.424819683853506,1
12132,[ 2 29],u,-0.1,-0.4255943550653114,0
12133,[ 1 29],d,-0.1,-0.4488642850110548,1
12134,[ 2 29],r,-10,-9.637065204412426,2
12135,[ 2 29],d,-0.1,-0.4318374423108887,1
12136,[ 3 29],l,-0.1,-0.40840718911279306,3
12137,[ 3 30],d,-10,-9.620406294074707,1
12138,[ 3 30],l,-0.1,-0.39539083644287115,3
12139,[ 3 31],r,-0.1,-0.40615434934912115,2
12140,[ 3 30],r,-0.1,-0.4244112251081543,2
12141,[ 3 29],u,-0.1,-0.4411493423160113,0
12142,[ 2 29],r,-10,-10.010050061985602,2
12143,[ 2 29],u,-0.1,-0.43844701186447094,0
12144,[ 1 29],r,-0.1,-0.4281196084410279,2
12145,[ 1 28],l,-0.1,-0.44593507474304267,3
12146,[ 1 29],d,-0.1,-0.46875899154542733,1
12147,[ 2 29],d,-0.1,-0.44970195625620124,1
12148,[ 3 29],l,-0.1,-0.43212947095568854,3
12149,[ 3 30],l,-0.1,-0.4108339106628419,3
12150,[ 3 31],l,-0.1,-0.39515855062139416,3
12151,[ 3 32],l,-0.1,-0.40199769632685556,3
12152,[ 3 33],u,-10,-9.957461130408888,0
12153,[ 3 33],r,-0.1,-0.41089245085156256,2
12154,[ 3 32],r,-0.1,-0.4171137075707276,2
12155,[ 3 31],d,-10,-10.080789330834886,1
12156,[ 3 31],l,-0.1,-0.42847823865778206,3
12157,[ 3 32],r,-0.1,-0.43442430962025147,2
12158,[ 3 31],u,-0.1,-0.411616351911377,0
12159,[ 2 31],u,-0.1,-0.40422324422495853,0
12160,[ 1 31],l,-0.1,-0.40981213313891607,3
12161,[ 1 32],u,-10,-8.938300895914136,0
12162,[ 1 32],l,-0.1,-0.40341768154077157,3
12163,[ 1 33],l,-0.1,-0.3988791726272588,3
12164,[ 1 34],l,-0.1,-0.4032568669087055,3
12165,[ 1 35],l,-0.1,-0.37976776389160166,3
12166,[ 1 36],l,-0.1,-0.34547235078125005,3
12167,[ 1 37],r,-0.1,-0.35542272679687503,2
12168,[ 1 36],u,-10,-10.179748883046875,0
12169,[ 1 36],r,-0.1,-0.41218212160327156,2
12170,[ 1 35],d,-0.1,-0.44297326166033024,1
12171,[ 2 35],u,-0.1,-0.4256720772700196,0
12172,[ 1 35],r,-0.1,-0.4152522036223389,2
12173,[ 1 34],r,-0.1,-0.4162797176136963,2
12174,[ 1 33],r,-0.1,-0.4196356772209717,2
12175,[ 1 32],u,-10,-9.64434451302887,0
12176,[ 1 32],l,-0.1,-0.43120446845265226,3
12177,[ 1 33],d,-10,-9.614294299557265,1
12178,[ 1 33],l,-0.1,-0.4309051764225469,3
12179,[ 1 34],l,-0.1,-0.4225239272055735,3
12180,[ 1 35],l,-0.1,-0.3953464397973634,3
12181,[ 1 36],l,-0.1,-0.3597828128320313,3
12182,[ 1 37],d,-0.1,-0.34031601962890634,1
12183,[ 2 37],u,-0.1,-0.3565221844189454,0
12184,[ 1 37],d,-0.1,-0.3606191166503907,1
12185,[ 2 37],r,-10,-8.912398606835938,2
12186,[ 2 37],d,-0.1,-0.33853447734375003,1
12187,[ 3 37],l,-0.1,-0.323630333203125,3
12188,[ 3 38],d,-10,-9.586430872265625,1
12189,[ 3 38],l,-0.1,-0.29731719140625,3
12190,[ 3 39],r,-0.1,-0.32931311445312506,2
12191,[ 3 38],l,-0.1,-0.30548107226562504,3
12192,[ 3 39],d,-0.1,-0.2828527400390625,1
12193,[ 4 39],r,-10,-7.614161099414063,2
12194,[ 4 39],u,-0.1,-0.3041293990332032,0
12195,[ 3 39],d,-0.1,-0.3176417723632813,1
12196,[ 4 39],r,-10,-8.93329595205078,2
12197,[ 4 39],d,-0.1,-0.3052434175390626,1
12198,[ 5 39],r,-0.1,-0.2941410910156251,2
12199,[ 5 38],d,-10,-9.871194246875,1
12200,[ 5 38],r,-0.1,-0.27421439843750006,2
12201,[ 5 37],d,-0.1,-0.24524929687500002,1
12202,[ 6 37],d,-0.1,-0.24369474218750004,1
12203,[ 7 37],l,-10,-8.8608197421875,3
12204,[ 7 37],d,-0.1,-0.26316500000000004,1
12205,[ 8 37],d,-0.1,-0.2365859375,1
12206,[ 9 37],l,-10,-7.5854859375,3
12207,[ 9 37],r,-10,-7.5854859375,2
12208,[ 9 37],u,-0.1,-0.24269414062500003,0
12209,[ 8 37],d,-0.1,-0.261812953125,1
12210,[ 9 37],d,-0.1,-0.24357218750000004,1
12211,[10 37],u,-0.1,-0.26787955078125003,0
12212,[ 9 37],u,-0.1,-0.2690568359375,0
12213,[ 8 37],u,-0.1,-0.25251114843750005,0
12214,[ 7 37],u,-0.1,-0.260780058984375,0
12215,[ 6 37],r,-10,-7.606397012109375,2
12216,[ 6 37],d,-0.1,-0.28919839763671873,1
12217,[ 7 37],u,-0.1,-0.28678704160156254,0
12218,[ 6 37],u,-0.1,-0.27858108593750003,0
12219,[ 5 37],d,-0.1,-0.29798613710937505,1
12220,[ 6 37],r,-10,-8.928559994726562,2
12221,[ 6 37],u,-0.1,-0.3172557703125001,0
12222,[ 5 37],d,-0.1,-0.32913234749121095,1
12223,[ 6 37],d,-0.1,-0.3130234488183594,1
12224,[ 7 37],u,-0.1,-0.334254072769043,0
12225,[ 6 37],d,-0.1,-0.32493597440917976,1
12226,[ 7 37],d,-0.1,-0.29521251679687505,1
12227,[ 8 37],u,-0.1,-0.30910120677734376,0
12228,[ 7 37],d,-0.1,-0.31542208730468757,1
12229,[ 8 37],d,-0.1,-0.29051396093750004,1
12230,[ 9 37],d,-0.1,-0.26144718750000007,1
12231,[10 37],d,-0.1,-0.23310968750000005,1
12232,[11 37],u,-0.1,-0.26557748437500006,0
12233,[10 37],d,-0.1,-0.25004109375000005,1
12234,[11 37],l,-0.1,-0.22977843750000004,3
12235,[11 38],l,-0.1,-0.23143484375000004,3
12236,[11 39],u,-0.1,-0.23682485234375006,0
12237,[10 39],d,-0.1,-0.2508951796875,1
12238,[11 39],l,-10,-8.8888170546875,3
12239,[11 39],r,-0.1,-0.25615631250000004,2
12240,[11 38],l,-0.1,-0.2722886054296875,3
12241,[11 39],u,-0.1,-0.26788351992187504,0
12242,[10 39],l,-10,-9.49134609375,3
12243,[10 39],u,-0.1,-0.23992031250000004,0
12244,[ 9 39],l,-0.1,-0.2149578125,3
12245,[ 9 40],l,-0.1,-0.2063065625,3
12246,[ 9 41],d,-0.1,-0.19033125,1
12247,[10 41],l,-10,-7.561396875,3
12248,[10 41],l,-10,-8.8420953125,3
12249,[10 41],d,-0.1,-0.16715625,1
12250,[11 41],d,-0.1,-0.16349375000000002,1
12251,[12 41],l,-10,-7.55911875,3
12252,[12 41],u,-0.1,-0.18318750000000003,0
12253,[11 41],u,-0.1,-0.20022031250000003,0
12254,[10 41],d,-0.1,-0.20715031250000002,1
12255,[11 41],d,-0.1,-0.19643437500000002,1
12256,[12 41],d,-0.1,-0.17643750000000002,1
12257,[13 41],l,-0.1,-0.17306250000000004,3
12258,[13 42],l,-0.1,-0.19969687500000002,3
12259,[13 43],l,-0.1,-0.21395656250000003,3
12260,[13 44],l,-0.1,-0.21312546875000002,3
12261,[13 45],l,-0.1,-0.2106375,3
12262,[13 46],r,-0.1,-0.23077264062500003,2
12263,[13 45],r,-0.1,-0.2462653125,2
12264,[13 44],r,-0.1,-0.2284171875,2
12265,[13 43],r,-0.1,-0.19784375000000004,2
12266,[13 42],u,-10,-7.5624375,0
12267,[13 42],r,-0.1,-0.17675000000000005,2
12268,[13 41],u,-0.1,-0.19314687500000005,0
12269,[12 41],d,-0.1,-0.21609687500000002,1
12270,[13 41],l,-0.1,-0.21606875000000003,3
12271,[13 42],r,-0.1,-0.22529109375000006,2
12272,[13 41],u,-0.1,-0.22900781250000005,0
12273,[12 41],l,-10,-8.86199375,3
12274,[12 41],d,-0.1,-0.25527937500000003,1
12275,[13 41],l,-0.1,-0.24789796875000003,3
12276,[13 42],r,-0.1,-0.2656990625000001,2
12277,[13 41],l,-0.1,-0.26381257812500003,3
12278,[13 42],l,-0.1,-0.23887812500000005,3
12279,[13 43],r,-0.1,-0.25641703125000004,2
12280,[13 42],l,-0.1,-0.26571951562500007,3
12281,[13 43],l,-0.1,-0.2528847421875,3
12282,[13 44],u,-10,-8.8706564609375,0
12283,[13 44],l,-0.1,-0.251349609375,3
12284,[13 45],l,-0.1,-0.24028437500000005,3
12285,[13 46],u,-10,-8.846215625,0
12286,[13 46],l,-0.1,-0.21592812500000003,3
12287,[13 47],r,-0.1,-0.23614734375000002,2
12288,[13 46],d,-10,-8.84716765625,1
12289,[13 46],l,-0.1,-0.22948593750000001,3
12290,[13 47],l,-10,-7.571521875,3
12291,[13 47],d,-0.1,-0.19415625000000003,1
12292,[14 47],d,-0.1,-0.16575,1
12293,[15 47],d,-10,-8.793875,1
